id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type 
7926940,9648968,34475,34475.0,34450.0,60 months,26.06,1033.43,G,G5,< 1 year,MORTGAGE,105852.0,Verified,2019-10,Charged Off,n,debt_consolidation,20.08,0,2001-04,5,16,44,0.0,0.0,16755.42,16743.3,3622.66,8581.19,51.67,4499.9,44.8798000083,2020-11,2000.0,2021-02,0.0,1,INDIVIDUAL
7926911,9648941,14000,14000.0,13925.0,36 months,9.67,449.58,B,B1,3 years,MORTGAGE,125000.0,Not Verified,2019-11,Current,n,credit_card,14.2,0,1997-10,0,11,24,4303.73,4280.66,11687.58,11624.99,9696.27,1991.31,0.0,0.0,0.0,2022-01,449.58,2022-01,0.0,1,INDIVIDUAL
7926854,9648884,20000,20000.0,20000.0,36 months,11.99,664.2,B,B3,4 years,MORTGAGE,100000.0,Verified,2019-10,Current,n,credit_card,7.64,0,1989-05,2,14,48,6291.13,6291.13,17268.68,17268.68,13708.87,3559.81,0.0,0.0,0.0,2021-12,664.2,2022-01,0.0,1,INDIVIDUAL
7926853,9648882,15000,15000.0,15000.0,36 months,21.069721834968067,575.97,E,E3,4 years,RENT,80000.0,Not Verified,2019-10,Current,n,debt_consolidation,6.78,0,2002-12,2,10,11,4588.7,4588.7,15549.95,15549.95,10411.3,5138.65,0.0,0.0,0.0,2022-01,575.97,2022-01,0.0,1,INDIVIDUAL
7926815,9648846,18000,18000.0,18000.0,36 months,13.67,612.32,B,B5,10+ years,MORTGAGE,52000.0,Verified,2019-10,Current,n,debt_consolidation,29.83,1,1983-06,4,20,31,5210.06,5210.06,16531.84,16531.84,12789.94,3741.9,0.0,0.0,0.0,2022-01,612.32,2022-01,0.0,1,INDIVIDUAL
7926808,9648839,22000,22000.0,22000.0,60 months,9.25,459.36,A,A5,10+ years,MORTGAGE,61000.0,Verified,2019-10,Current,n,debt_consolidation,25.12,0,1996-02,0,10,32,13694.08,13694.08,11941.72,11941.72,8305.92,3635.8,0.0,0.0,0.0,2021-12,459.36,2022-01,0.0,1,INDIVIDUAL
7926789,9648820,15875,15875.0,15875.0,36 months,24.5,461.32,F,F3,3 years,MORTGAGE,36200.0,Verified,2019-10,Current,n,debt_consolidation,31.92,1,2002-07,0,8,24,10998.76,10998.76,12451.04,12451.04,4876.24,7574.8,0.0,0.0,0.0,2022-01,461.32,2022-01,0.0,1,INDIVIDUAL
7926782,9648814,18000,18000.0,18000.0,36 months,13.67,612.32,B,B5,10+ years,MORTGAGE,74000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,24.47,0,1998-10,1,13,23,0.0,0.0,20334.7712624,20334.77,18000.0,2334.77,0.0,0.0,0.0,2020-12,12987.73,2020-12,0.0,1,INDIVIDUAL
7926759,9648793,7200,7200.0,7200.0,36 months,19.2,264.66,D,D3,3 years,RENT,28000.0,Verified,2019-11,Current,n,small_business,32.6,0,1997-02,0,12,17,2428.55,2428.55,6879.39,6879.39,4771.45,2107.94,0.0,0.0,0.0,2022-01,264.66,2022-01,0.0,1,INDIVIDUAL
7926748,9648782,16200,16200.0,16200.0,36 months,15.61,566.43,C,C3,10+ years,MORTGAGE,60000.0,Verified,2019-10,Current,n,debt_consolidation,26.5,0,1997-06,1,16,45,4783.19,4783.19,15290.97,15290.97,11416.81,3874.16,0.0,0.0,0.0,2022-01,566.43,2022-01,0.0,1,INDIVIDUAL
7926740,9648775,2500,2500.0,2500.0,36 months,10.99,81.84,B,B2,3 years,MORTGAGE,30000.0,Verified,2019-10,Current,n,debt_consolidation,26.52,0,1996-01,0,12,38,778.45,778.45,2127.84,2127.84,1721.55,406.29,0.0,0.0,0.0,2021-12,81.84,2022-01,0.0,1,INDIVIDUAL
7926730,9648765,5000,5000.0,5000.0,36 months,9.99,161.32,B,B1,10+ years,RENT,155000.0,Verified,2019-10,Current,n,debt_consolidation,15.7,0,1993-04,0,16,25,1394.09,1394.09,4354.12,4354.12,3605.91,748.21,0.0,0.0,0.0,2022-01,161.32,2022-01,0.0,1,INDIVIDUAL
7926703,9648741,4000,4000.0,4000.0,36 months,21.7,152.15,E,E2,2 years,RENT,40000.0,Not Verified,2019-10,Charged Off,n,medical,29.32,0,2007-05,0,7,13,0.0,0.0,1834.54,1834.54,772.52,596.75,0.0,465.27,4.6527,2020-07,152.15,2020-12,0.0,1,INDIVIDUAL
7926682,9648722,21000,21000.0,21000.0,60 months,15.61,506.34,C,C3,9 years,OWN,65000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,16.86,0,2000-02,1,10,48,0.0,0.0,22571.4427216,22571.44,21000.0,1571.44,0.0,0.0,0.0,2020-04,19543.06,2020-12,0.0,1,INDIVIDUAL
7926654,9648694,21600,21566.649417273908,21600.0,60 months,23.1,610.16,E,E4,10+ years,RENT,70000.0,Verified,2019-10,Charged Off,n,credit_card,14.67,0,1994-03,0,7,22,0.0,0.0,9781.68,9781.68,2120.91,3980.69,0.0,3680.08,338.1012,2020-08,610.16,2022-01,0.0,1,INDIVIDUAL
7926635,9648675,8325,8325.0,8325.0,36 months,21.7,316.65,E,E2,1 year,RENT,25000.0,Not Verified,2019-11,Current,n,other,22.94,3,2004-01,0,10,17,2872.96,2872.96,8232.72,8232.72,5452.04,2780.68,0.0,0.0,0.0,2022-01,316.65,2022-01,0.0,1,INDIVIDUAL
7926621,9648662,13100,13100.0,13100.0,36 months,6.03,398.71,A,A1,3 years,RENT,74000.0,Verified,2019-11,Current,n,credit_card,25.57,0,2000-10,0,12,22,3879.65,3879.65,10365.59,10365.59,9220.35,1145.24,0.0,0.0,0.0,2022-01,398.71,2020-03,0.0,1,INDIVIDUAL
7926618,9648659,21625,21625.0,21625.0,60 months,9.99,459.37,B,B1,1 year,MORTGAGE,63640.0,Verified,2019-10,Current,n,debt_consolidation,22.83,0,1999-07,0,8,28,13553.87,13553.87,11942.99,11942.99,8071.13,3871.86,0.0,0.0,0.0,2022-01,459.37,2022-01,0.0,1,INDIVIDUAL
7926582,9648625,13000,13000.0,13000.0,36 months,15.61,454.55,C,C3,1 year,RENT,45000.0,Not Verified,2019-11,Current,n,debt_consolidation,22.56,0,2006-12,1,11,16,4237.23,4237.23,11803.51,11803.51,8762.77,3040.74,0.0,0.0,0.0,2022-01,454.55,2022-01,0.0,1,INDIVIDUAL
7926572,9648615,6250,6250.0,6250.0,36 months,9.99,201.65,B,B1,10+ years,MORTGAGE,22000.0,Verified,2019-10,Current,n,debt_consolidation,19.85,0,2001-10,1,7,23,1926.8,1926.8,5242.9,5242.9,4323.2,919.7,0.0,0.0,0.0,2021-12,201.65,2022-01,0.0,1,INDIVIDUAL
7926545,9648591,10000,10000.0,10000.0,36 months,10.99,327.34,B,B2,5 years,MORTGAGE,130000.0,Verified,2019-10,Current,n,debt_consolidation,17.1,0,1997-04,3,9,29,3117.21,3117.21,8506.94,8506.94,6882.79,1624.15,0.0,0.0,0.0,2022-01,327.34,2022-01,0.0,1,INDIVIDUAL
7926514,9648558,5800,5800.0,5800.0,36 months,11.99,192.62,B,B3,3 years,RENT,43000.0,Verified,2019-10,Current,n,debt_consolidation,16.63,0,1994-05,1,14,19,1824.37,1824.37,5007.96,5007.96,3975.63,1032.33,0.0,0.0,0.0,2021-12,192.62,2022-01,0.0,1,INDIVIDUAL
7926503,9648548,14000,14000.0,13975.0,36 months,8.6,442.6,A,A4,2 years,MORTGAGE,73000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,21.24,0,1998-10,0,9,29,0.0,0.0,14564.7393185,14538.73,14000.0,564.74,0.0,0.0,0.0,2020-04,12352.26,2022-01,0.0,1,INDIVIDUAL
7926479,9648524,6000,6000.0,6000.0,36 months,14.151734976452346,208.29,C,C2,6 years,RENT,60000.0,Not Verified,2019-10,Fully Paid,n,credit_card,24.08,0,2004-11,0,12,28,0.0,0.0,6844.8195108,6844.82,6000.0,844.82,0.0,0.0,0.0,2020-11,4345.74,2022-01,0.0,1,INDIVIDUAL
7926445,9648492,6000,6000.0,6000.0,36 months,6.03,182.62,A,A1,10+ years,MORTGAGE,85000.0,Verified,2019-10,Current,n,credit_card,13.84,0,1996-07,0,8,18,776.84,776.84,5747.68,5747.68,5223.16,524.52,0.0,0.0,0.0,2021-12,1182.62,2022-01,0.0,1,INDIVIDUAL
7926424,9648471,11500,11500.0,11500.0,60 months,25.57,341.4,F,F5,5 years,RENT,60000.0,Verified,2019-10,Fully Paid,n,credit_card,31.04,1,2003-11,1,15,31,0.0,0.0,17109.7699994,17109.77,11500.0,5609.77,0.0,0.0,0.0,2021-12,8574.77,2021-12,0.0,1,INDIVIDUAL
7926389,9648435,15000,15000.0,15000.0,60 months,14.3,351.37,C,C1,10+ years,MORTGAGE,42000.0,Verified,2019-10,Current,n,debt_consolidation,23.89,0,1988-01,0,13,32,9541.81,9541.81,9483.59,9483.59,5458.19,4025.4,0.0,0.0,0.0,2022-01,351.37,2022-01,0.0,1,INDIVIDUAL
7926346,9648396,9950,9950.0,9950.0,36 months,10.99,325.71,B,B2,10+ years,MORTGAGE,29400.0,Verified,2019-11,Current,n,credit_card,31.39,0,1989-09,0,5,14,3098.61,3098.61,8468.46,8468.46,6851.39,1617.07,0.0,0.0,0.0,2022-01,325.71,2022-01,0.0,1,INDIVIDUAL
7926342,9648392,11850,11850.0,11850.0,36 months,19.52,437.5,D,D4,2 years,OWN,36000.0,Not Verified,2019-11,Current,n,debt_consolidation,19.5,0,2005-10,1,17,25,4374.29,4374.29,10936.87,10936.87,7475.71,3461.16,0.0,0.0,0.0,2022-01,437.5,2022-01,0.0,1,INDIVIDUAL
7926339,9648389,6000,6000.0,6000.0,36 months,7.62,186.97,A,A3,5 years,RENT,21000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,16.57,0,2000-07,0,7,14,0.0,0.0,6467.95167105,6467.95,6000.0,467.95,0.0,0.0,0.0,2020-12,4040.9,2021-01,0.0,1,INDIVIDUAL
7926327,9648378,8500,8500.0,8500.0,36 months,15.61,297.21,C,C3,2 years,MORTGAGE,57000.0,Not Verified,2019-10,Fully Paid,n,debt_consolidation,15.03,0,1996-08,3,9,34,0.0,0.0,10290.2730174,10290.27,8500.0,1790.27,0.0,0.0,0.0,2021-07,4290.43,2021-08,0.0,1,INDIVIDUAL
7926308,9648360,21000,21000.0,21000.0,36 months,6.03,639.15,A,A1,10+ years,MORTGAGE,81000.0,Verified,2019-10,Current,n,debt_consolidation,20.04,0,1993-03,0,14,27,5611.21,5611.21,17255.97,17255.97,15388.79,1867.18,0.0,0.0,0.0,2022-01,639.15,2022-01,0.0,1,INDIVIDUAL
7926282,9648333,15000,15000.0,15000.0,36 months,18.55,546.44,D,D2,10+ years,RENT,90800.0,Verified,2019-10,Current,n,house,31.91,1,1993-09,2,11,48,3418.85,3418.85,15846.08,15846.08,11581.15,4264.93,0.0,0.0,0.0,2022-01,546.44,2022-01,0.0,1,INDIVIDUAL
7926177,9648237,8575,8575.0,8575.0,36 months,18.55,312.38,D,D2,1 year,OWN,36000.0,Not Verified,2019-10,In Grace Period,n,credit_card,27.83,0,2001-04,3,16,21,2873.78,2873.78,8121.84,8121.84,5701.22,2420.62,0.0,0.0,0.0,2021-12,312.38,2022-01,0.0,1,INDIVIDUAL
7926171,9648231,15000,15050.372274206939,15000.0,36 months,10.99,491.01,B,B2,10+ years,MORTGAGE,50000.0,Verified,2019-10,Current,n,credit_card,13.22,0,2002-11,1,13,22,4228.77,4228.77,13249.83,13249.83,10771.23,2478.6,0.0,0.0,0.0,2022-01,491.01,2022-01,0.0,1,INDIVIDUAL
7926153,9648216,20000,20000.0,20000.0,60 months,10.99,434.75,B,B2,10+ years,MORTGAGE,45760.0,Verified,2019-10,Current,n,debt_consolidation,11.88,0,1986-03,0,7,29,12654.03,12654.03,11300.26,11300.26,7345.97,3954.29,0.0,0.0,0.0,2021-12,434.75,2022-01,0.0,1,INDIVIDUAL
7926150,9648214,20000,20223.163684309337,19975.0,36 months,12.68455263780593,673.79,B,B4,10+ years,OWN,115000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,19.3,0,1990-12,2,18,50,0.0,0.0,20429.38,20403.84,20000.0,429.38,0.0,0.0,0.0,2019-12,19757.76,2022-01,0.0,1,INDIVIDUAL
7926136,9648201,23850,23850.0,23850.0,36 months,18.55,868.83,D,D2,8 years,RENT,60000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,20.82,0,1996-11,1,10,28,0.0,0.0,29311.72,29311.72,23850.0,5461.72,0.0,0.0,0.0,2021-04,14541.61,2022-01,0.0,1,INDIVIDUAL
7926132,9648197,33425,33425.0,33425.0,60 months,20.2,889.29,D,D5,6 years,MORTGAGE,75000.0,Verified,2019-10,Charged Off,n,debt_consolidation,15.3,0,2002-01,0,8,16,0.0,0.0,16006.62,16006.62,6801.0,9205.62,0.0,0.0,0.0,2021-04,889.29,2022-01,0.0,1,INDIVIDUAL
7925957,9648032,9000,9000.0,9000.0,36 months,11.835951603899415,298.89,B,B3,4 years,RENT,87000.0,Verified,2019-10,Current,n,debt_consolidation,22.03,0,2006-08,0,10,18,2560.24,2560.24,8070.03,8070.03,6439.76,1630.27,0.0,0.0,0.0,2022-01,298.89,2022-01,0.0,1,INDIVIDUAL
7925956,9648031,5525,5525.0,5525.0,36 months,19.2,203.09,D,D3,10+ years,RENT,20784.0,Verified,2019-10,Current,n,debt_consolidation,10.28,0,2005-03,2,14,24,1689.57,1689.57,5483.31,5483.31,3835.43,1647.88,0.0,0.0,0.0,2022-01,203.09,2022-01,0.0,1,INDIVIDUAL
7925948,9648020,17500,17500.0,17450.0,36 months,11.68835256869053,581.17,B,B3,10+ years,MORTGAGE,86000.0,Verified,2019-10,Current,n,debt_consolidation,19.24,0,2001-12,0,11,16,4978.7,4964.48,15691.15,15646.32,12521.3,3169.85,0.0,0.0,0.0,2022-01,581.17,2022-01,0.0,1,INDIVIDUAL
7925931,9648003,19200,19200.0,19200.0,60 months,16.2,468.95,C,C4,10+ years,MORTGAGE,90000.0,Verified,2019-10,Current,n,credit_card,14.32,0,1998-12,1,15,24,12718.64,12718.64,12192.7,12192.7,6481.36,5711.34,0.0,0.0,0.0,2021-12,468.95,2022-01,0.0,1,INDIVIDUAL
7925924,9647996,10000,10000.0,10000.0,36 months,15.1,347.15,C,C2,1 year,RENT,52000.0,Verified,2019-10,Current,n,debt_consolidation,18.35,0,2003-11,0,13,25,3242.72,3242.72,9025.7,9025.7,6757.28,2268.42,0.0,0.0,0.0,2021-12,347.15,2022-01,0.0,1,INDIVIDUAL
7925915,9647987,16000,16000.0,15950.0,36 months,8.6,505.83,A,A4,2 years,MORTGAGE,108717.0,Verified,2019-10,Current,n,debt_consolidation,10.84,0,2003-11,0,10,17,4393.65,4379.92,13656.89,13614.21,11606.35,2050.54,0.0,0.0,0.0,2022-01,505.83,2022-01,0.0,1,INDIVIDUAL
7925900,9647974,12000,12000.0,12000.0,36 months,15.61,419.58,C,C3,10+ years,MORTGAGE,107000.0,Verified,2019-10,Current,n,debt_consolidation,13.69,0,1993-08,1,11,43,3972.02,3972.02,10932.83,10932.83,8027.98,2904.85,0.0,0.0,0.0,2022-01,419.58,2022-01,0.0,1,INDIVIDUAL
7925892,9647966,11500,11500.0,11500.0,36 months,13.67,391.21,B,B5,2 years,RENT,35000.0,Verified,2019-10,Fully Paid,n,credit_card,31.58,0,2003-05,0,9,13,0.0,0.0,12663.2509913,12663.25,11500.0,1163.25,0.0,0.0,0.0,2020-08,8742.68,2020-09,0.0,1,INDIVIDUAL
7925868,9647943,24000,24000.0,23975.0,60 months,19.2,625.22,D,D3,2 years,RENT,75000.0,Verified,2019-10,Current,n,debt_consolidation,31.68,2,1996-10,0,10,28,16298.19,16281.21,16253.98,16237.05,7701.81,8552.17,0.0,0.0,0.0,2022-01,625.22,2022-01,0.0,1,INDIVIDUAL
7925863,9647938,8875,8875.0,8875.0,36 months,12.99,299.0,B,B4,7 years,RENT,34000.0,Not Verified,2019-10,Current,n,debt_consolidation,13.59,0,2009-08,0,5,9,2820.3,2820.3,7783.27,7783.27,6054.7,1728.57,0.0,0.0,0.0,2021-12,299.0,2022-01,0.0,1,INDIVIDUAL
7925845,9647922,15000,15000.0,15000.0,36 months,16.2,528.84,C,C4,< 1 year,RENT,60000.0,Not Verified,2019-10,Current,n,debt_consolidation,20.74,0,2006-02,0,12,16,4453.56,4453.56,14278.56,14278.56,10546.44,3732.12,0.0,0.0,0.0,2022-01,528.84,2022-01,0.0,1,INDIVIDUAL
7925834,9647910,9800,9800.0,9800.0,36 months,13.67,333.38,B,B5,8 years,MORTGAGE,56000.0,Verified,2019-10,Fully Paid,n,credit_card,16.6,0,2003-09,1,8,19,0.0,0.0,11824.29,11824.29,9800.0,2024.29,0.0,0.0,0.0,2021-12,3489.79,2022-01,0.0,1,INDIVIDUAL
7925801,9647881,15000,15000.0,15000.0,60 months,17.1,373.6,C,C5,3 years,MORTGAGE,85000.0,Verified,2019-11,Current,n,debt_consolidation,16.46,0,1995-01,1,9,34,10011.85,10011.85,9713.54,9713.54,4988.15,4725.39,0.0,0.0,0.0,2022-01,373.6,2022-01,0.0,1,INDIVIDUAL
7925794,9647875,10000,10000.0,10000.0,36 months,11.99,332.1,B,B3,10+ years,MORTGAGE,151000.0,Verified,2019-10,Fully Paid,n,home_improvement,10.95,0,1994-07,1,12,26,0.0,0.0,10891.9404524,10891.94,10000.0,891.94,0.0,0.0,0.0,2020-08,7903.04,2020-09,0.0,1,INDIVIDUAL
7925791,9647872,25000,25000.0,25000.0,36 months,7.9,782.26,A,A4,< 1 year,RENT,60000.0,Verified,2019-11,Current,n,debt_consolidation,15.18,0,2004-12,2,16,24,7548.81,7548.81,20335.88,20335.88,17451.19,2884.69,0.0,0.0,0.0,2022-01,782.26,2022-01,0.0,1,INDIVIDUAL
7925778,9647861,34475,34475.0,34475.0,60 months,20.2,917.22,D,D5,1 year,MORTGAGE,130000.0,Verified,2019-10,Current,n,debt_consolidation,15.96,0,1998-10,0,12,28,23078.87,23078.87,24764.42,24764.42,11396.13,13368.29,0.0,0.0,0.0,2022-01,917.22,2022-01,0.0,1,INDIVIDUAL
7925777,9647860,17600,17600.0,17600.0,36 months,11.99,584.49,B,B3,10+ years,MORTGAGE,87000.0,Verified,2019-10,Current,n,debt_consolidation,24.01,5,1978-01,1,13,28,5536.28,5536.28,15196.41,15196.41,12063.72,3132.69,0.0,0.0,0.0,2022-01,584.49,2022-01,0.0,1,INDIVIDUAL
7925772,9647855,15000,15000.0,15000.0,36 months,10.99,491.01,B,B2,6 years,MORTGAGE,105000.0,Not Verified,2019-10,Current,n,home_improvement,4.15,0,1993-01,1,8,18,4229.29,4229.29,13249.11,13249.11,10770.71,2478.4,0.0,0.0,0.0,2022-01,491.01,2022-01,0.0,1,INDIVIDUAL
7925764,9647847,10000,10000.0,10000.0,36 months,14.3,343.24,C,C1,3 years,RENT,38500.0,Not Verified,2019-10,Fully Paid,n,credit_card,18.58,0,2007-08,0,8,13,0.0,0.0,11878.7499118,11878.75,10000.0,1878.75,0.0,0.0,0.0,2021-06,5358.83,2022-01,0.0,1,INDIVIDUAL
7925721,9647806,7250,7250.0,7250.0,36 months,14.3,248.85,C,C1,2 years,RENT,35000.0,Not Verified,2019-10,Current,n,debt_consolidation,12.72,0,2006-05,0,10,19,2334.27,2334.27,6467.74,6467.74,4915.73,1552.01,0.0,0.0,0.0,2022-01,248.85,2022-01,0.0,1,INDIVIDUAL
7925667,9647758,7200,7200.0,7200.0,36 months,6.03,219.14,A,A1,1 year,MORTGAGE,61000.0,Verified,2019-10,Current,n,credit_card,18.97,0,2000-07,1,8,36,1293.85,1293.85,6530.6,6530.6,5906.15,624.45,0.0,0.0,0.0,2022-01,275.0,2022-01,0.0,1,INDIVIDUAL
7925654,9647746,24000,24000.0,24000.0,36 months,11.157270361978348,785.62,B,B2,10+ years,MORTGAGE,120000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,30.29,0,1997-05,0,14,31,0.0,0.0,27511.99,27511.99,24000.0,3511.99,0.0,0.0,0.0,2021-07,11799.59,2021-08,0.0,1,INDIVIDUAL
7925636,9647729,12000,12000.0,12000.0,36 months,12.99,404.27,B,B4,< 1 year,MORTGAGE,39000.0,Not Verified,2019-10,Fully Paid,n,credit_card,10.98,0,1996-01,1,11,20,0.0,0.0,13578.1926982,13578.19,12000.0,1578.19,0.0,0.0,0.0,2020-12,8324.96,2021-09,0.0,1,INDIVIDUAL
7925631,9647724,2750,2750.0,2750.0,36 months,19.2,101.09,D,D3,10+ years,RENT,9732.0,Verified,2019-10,Fully Paid,n,credit_card,10.73,0,1999-11,2,3,15,0.0,0.0,2999.88750275,2999.89,2750.0,249.89,0.0,0.0,0.0,2020-04,2494.71,2021-11,0.0,1,INDIVIDUAL
7925565,9647659,15000,15000.0,14950.0,36 months,9.99,483.94,B,B1,10+ years,MORTGAGE,140000.0,Verified,2019-10,Current,n,debt_consolidation,8.06,3,1977-05,1,12,34,4183.01,4169.04,13061.66,13018.16,10816.99,2244.67,0.0,0.0,0.0,2022-01,483.94,2022-01,0.0,1,INDIVIDUAL
7925536,9647635,35000,35000.0,35000.0,36 months,16.2,1233.96,C,C4,10+ years,MORTGAGE,137800.0,Verified,2019-10,Current,n,debt_consolidation,10.43,0,1987-12,0,13,23,11471.32,11471.32,32173.88,32173.88,23528.68,8645.2,0.0,0.0,0.0,2022-01,1233.96,2022-01,0.0,1,INDIVIDUAL
7925519,9647618,30000,30000.0,30000.0,60 months,17.76,757.9,D,D1,10+ years,OWN,100000.0,Verified,2019-10,Current,n,credit_card,26.96,0,1994-09,0,16,33,20133.72,20133.72,19705.4,19705.4,9866.28,9839.12,0.0,0.0,0.0,2021-12,757.9,2022-01,0.0,1,INDIVIDUAL
7925513,9647612,22000,22000.0,22000.0,36 months,15.1,763.72,C,C2,10+ years,MORTGAGE,100000.0,Verified,2019-10,Charged Off,n,credit_card,17.38,0,1999-12,0,10,38,0.0,0.0,15288.17,15288.17,10596.98,4691.19,0.0,0.0,0.0,2021-09,763.72,2022-01,0.0,1,INDIVIDUAL
7925404,9647511,20000,20000.0,19900.0,36 months,11.99,664.2,B,B3,10+ years,MORTGAGE,54000.0,Verified,2019-10,Current,n,debt_consolidation,17.05,1,2004-01,2,13,32,5689.67,5661.22,17933.04,17843.38,14310.33,3622.71,0.0,0.0,0.0,2022-01,664.2,2022-01,0.0,1,INDIVIDUAL
7925391,9647498,8000,8000.0,7950.0,36 months,9.99,258.1,B,B1,6 years,MORTGAGE,45000.0,Verified,2019-10,Current,n,credit_card,18.91,0,2004-06,0,8,17,2231.25,2217.31,6965.82,6922.28,5768.75,1197.07,0.0,0.0,0.0,2022-01,258.1,2022-01,0.0,1,INDIVIDUAL
7925312,9647422,10625,10625.0,10575.0,36 months,14.3,364.69,C,C1,2 years,RENT,56000.0,Verified,2019-10,Current,n,debt_consolidation,14.36,0,2000-11,0,18,44,3096.36,3081.78,9844.27,9797.96,7528.64,2315.63,0.0,0.0,0.0,2022-01,364.69,2022-01,0.0,1,INDIVIDUAL
7925294,9647405,12000,12000.0,11875.0,36 months,12.99,404.27,B,B4,10+ years,RENT,40000.0,Not Verified,2019-10,Current,n,debt_consolidation,19.59,1,1993-05,1,11,21,3450.46,3414.53,10913.25,10799.55,8549.54,2363.71,0.0,0.0,0.0,2022-01,404.27,2022-01,0.0,1,INDIVIDUAL
7925284,9647394,4000,4000.0,4000.0,36 months,10.99,130.94,B,B2,9 years,MORTGAGE,65000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,13.0,0,2003-09,1,8,19,0.0,0.0,4496.4514632,4496.45,4000.0,496.45,0.0,0.0,0.0,2021-02,2533.79,2022-01,0.0,1,INDIVIDUAL
7925273,9647383,2000,2000.0,2000.0,36 months,7.62,62.33,A,A3,8 years,MORTGAGE,173321.0,Verified,2019-10,Fully Paid,n,major_purchase,3.77,0,1998-05,1,4,11,0.0,0.0,2048.75988102,2048.76,2000.0,48.76,0.0,0.0,0.0,2020-02,1862.49,2020-02,0.0,1,INDIVIDUAL
7925263,9647374,8000,8000.0,8000.0,36 months,15.61,279.72,C,C3,3 years,RENT,40533.0,Verified,2019-10,Current,n,debt_consolidation,30.76,0,1985-07,0,12,20,2361.19,2361.19,7552.44,7552.44,5638.81,1913.63,0.0,0.0,0.0,2022-01,279.72,2022-01,0.0,1,INDIVIDUAL
7925255,9647366,13750,13750.0,13700.0,36 months,9.99,443.61,B,B1,10+ years,MORTGAGE,39109.8,Verified,2019-10,Charged Off,n,debt_consolidation,14.48,0,2001-07,0,7,18,0.0,0.0,7093.0,7067.2,5604.62,1488.38,0.0,0.0,0.0,2021-03,443.61,2021-04,0.0,1,INDIVIDUAL
7925225,9647336,14400,14400.0,14400.0,60 months,21.7,395.27,E,E2,10+ years,RENT,57500.0,Verified,2019-10,Current,n,debt_consolidation,18.93,0,1998-06,0,10,15,9973.34,9973.34,10276.42,10276.42,4426.66,5849.76,0.0,0.0,0.0,2022-01,395.27,2022-01,0.0,1,INDIVIDUAL
7925217,9647329,12800,12800.0,12800.0,60 months,17.1,318.81,C,C5,10+ years,MORTGAGE,92600.0,Verified,2019-10,Current,n,debt_consolidation,17.56,1,1999-01,0,7,21,8346.3,8346.3,8607.67,8607.67,4453.7,4153.97,0.0,0.0,0.0,2022-01,318.81,2022-01,0.0,1,INDIVIDUAL
7925203,9647317,9850,9903.439404537407,9850.0,36 months,10.99,322.43,B,B2,2 years,RENT,37000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,26.89,0,1994-10,0,5,8,0.0,0.0,10582.930459,10582.93,9850.0,732.93,0.0,0.0,0.0,2020-07,8006.21,2022-01,0.0,1,INDIVIDUAL
7925197,9647311,21000,21000.0,21000.0,36 months,13.67,714.37,B,B5,3 years,MORTGAGE,143000.0,Verified,2019-10,Current,n,home_improvement,22.21,0,1993-07,0,7,31,6078.47,6078.47,19287.11,19287.11,14921.53,4365.58,0.0,0.0,0.0,2022-01,714.37,2022-01,0.0,1,INDIVIDUAL
7925196,9647309,14000,14000.0,13950.0,36 months,15.61,489.51,C,C3,7 years,MORTGAGE,73000.0,Verified,2019-10,Fully Paid,n,debt_consolidation,28.22,0,1996-11,0,17,47,0.0,0.0,14869.0371554,14815.94,14000.0,869.04,0.0,0.0,0.0,2020-03,12913.88,2021-09,0.0,1,INDIVIDUAL
7925194,9647307,17050,17050.0,17050.0,36 months,13.67,580.0,B,B5,10+ years,OWN,38000.0,Verified,2019-10,Current,n,debt_consolidation,22.14,0,1972-09,3,7,19,4935.18,4935.18,15659.24,15659.24,12114.82,3544.42,0.0,0.0,0.0,2022-01,580.0,2022-01,0.0,1,INDIVIDUAL
7925170,9647283,4000,4000.0,4000.0,36 months,15.61,139.86,C,C3,4 years,MORTGAGE,43453.0,Verified,2019-10,Fully Paid,n,car,7.98,0,2001-07,1,13,24,0.0,0.0,4947.78,4947.78,4000.0,947.78,0.0,0.0,0.0,2021-12,1451.28,2021-12,0.0,1,INDIVIDUAL
7925095,9647212,18025,18025.0,18025.0,60 months,23.7,515.41,F,F1,9 years,MORTGAGE,48000.0,Verified,2019-10,Charged Off,n,debt_consolidation,27.48,0,2000-07,1,11,63,0.0,0.0,3584.78,3584.78,321.08,706.86,0.0,2556.84,25.5683999964,2019-12,515.41,2020-06,0.0,1,INDIVIDUAL
